event_name,days_since_onsale,daily_tickets,tier,day_of_week,giveaway,theme
CAV23_22_1102 - Cavaliers vs. Boston Celtics,66.0,1111,Tier B,Wednesday,Vintage T-Shirt,Blackout
CAV23_22_1102 - Cavaliers vs. Boston Celtics,67.0,52,Tier B,Wednesday,Vintage T-Shirt,Blackout
CAV23_22_1102 - Cavaliers vs. Boston Celtics,68.0,105,Tier B,Wednesday,Vintage T-Shirt,Blackout
CAV23_22_1102 - Cavaliers vs. Boston Celtics,69.0,373,Tier B,Wednesday,Vintage T-Shirt,Blackout
CAV23_22_1102 - Cavaliers vs. Boston Celtics,70.0,1158,Tier B,Wednesday,Vintage T-Shirt,Blackout
CAV23_22_1102 - Cavaliers vs. Boston Celtics Total,,5208,,,,
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,-1.0,14,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,0.0,8,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,1.0,5,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,2.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,7.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,8.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,9.0,27,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,10.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,11.0,7,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,13.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,16.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,18.0,9,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,19.0,9,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,20.0,9,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,21.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,22.0,2,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,23.0,11,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,25.0,2,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,26.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,28.0,1,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,29.0,10,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,30.0,6,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,31.0,2,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,32.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,34.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,36.0,2,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,41.0,2,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,42.0,5,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,43.0,1,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,44.0,10,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,46.0,2,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,47.0,6,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,48.0,9,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,49.0,5,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,50.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,51.0,9,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,52.0,7,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,53.0,19,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,54.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,55.0,15,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,56.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,57.0,4,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,58.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,59.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,60.0,9,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,61.0,15,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,62.0,10,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,63.0,25,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,64.0,3,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,65.0,5,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,66.0,14,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,67.0,12,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,68.0,22,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,69.0,10,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,70.0,27,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,71.0,126,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,72.0,73,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,73.0,76,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,74.0,73,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,75.0,100,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,76.0,509,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,77.0,240,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,78.0,183,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,79.0,363,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,80.0,404,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves,81.0,305,Tier C,Sunday,nan,nan
CAV23_22_1113 - Cavaliers vs. Minnesota Timberwolves Total,,2873,,,,
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,-1.0,36,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,0.0,56,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,1.0,2,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,2.0,18,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,3.0,4,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,4.0,16,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,5.0,1,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,6.0,16,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,7.0,2,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,8.0,34,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,9.0,37,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,10.0,8,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,11.0,12,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,12.0,15,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,13.0,9,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,14.0,17,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,15.0,25,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,16.0,2,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,17.0,3,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,18.0,3,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,19.0,12,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,20.0,9,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,21.0,19,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,22.0,4,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,23.0,6,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,24.0,11,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,25.0,9,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,26.0,15,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,27.0,9,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,28.0,16,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,29.0,10,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,30.0,11,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,31.0,1,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,32.0,27,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,33.0,12,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,34.0,20,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,35.0,4,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,36.0,10,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,37.0,5,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,38.0,14,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,39.0,34,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,40.0,15,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,41.0,18,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,42.0,11,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,43.0,31,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,44.0,21,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,45.0,7,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,46.0,11,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,47.0,36,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,48.0,20,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,49.0,21,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,50.0,34,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,51.0,33,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,52.0,22,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,53.0,11,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,54.0,37,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,55.0,29,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,56.0,39,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,57.0,43,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,58.0,11,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,59.0,6,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,60.0,33,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,61.0,56,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,62.0,56,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,63.0,16,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,64.0,60,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,65.0,46,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,66.0,55,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,67.0,31,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,68.0,120,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,69.0,91,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,70.0,109,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,71.0,218,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,72.0,218,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,73.0,75,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,74.0,96,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,75.0,141,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,76.0,135,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,77.0,125,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,78.0,117,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,79.0,70,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,80.0,68,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,81.0,53,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,82.0,82,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,83.0,92,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,84.0,88,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,85.0,344,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets,86.0,406,Tier D,Friday,nan,Salute to Service
CAV23_22_1118 - Cavaliers vs. Charlotte Hornets Total,,4031,,,,
CAV23_22_1120 - Cavaliers vs. Miami Heat,-1.0,32,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,0.0,12,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,1.0,6,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,4.0,8,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,8.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,9.0,10,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,10.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,12.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,15.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,17.0,5,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,18.0,5,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,19.0,5,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,20.0,15,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,26.0,5,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,27.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,28.0,6,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,32.0,8,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,34.0,11,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,44.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,45.0,5,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,46.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,47.0,9,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,48.0,3,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,49.0,1,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,50.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,51.0,10,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,52.0,7,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,54.0,3,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,55.0,6,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,56.0,23,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,57.0,6,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,59.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,60.0,9,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,61.0,17,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,62.0,6,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,63.0,10,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,64.0,8,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,65.0,6,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,66.0,10,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,67.0,4,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,68.0,21,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,69.0,28,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,70.0,28,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,71.0,49,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,72.0,39,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,73.0,51,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,74.0,57,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,75.0,60,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,76.0,43,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,77.0,43,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,78.0,82,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,79.0,35,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,80.0,22,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,81.0,22,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,82.0,56,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,83.0,78,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,84.0,77,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,85.0,31,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,86.0,382,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,87.0,496,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat,88.0,201,Tier B,Sunday,nan,nan
CAV23_22_1120 - Cavaliers vs. Miami Heat Total,,2208,,,,
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,-1.0,29,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,0.0,24,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,1.0,8,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,2.0,4,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,6.0,8,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,7.0,4,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,8.0,9,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,9.0,12,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,10.0,1,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,11.0,6,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,12.0,5,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,13.0,9,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,16.0,4,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,18.0,8,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,19.0,2,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,20.0,5,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,21.0,15,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,22.0,16,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,24.0,6,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,25.0,6,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,26.0,13,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,28.0,3,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,29.0,1,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,31.0,3,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,32.0,3,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,33.0,9,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,34.0,7,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,35.0,9,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,36.0,8,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,37.0,11,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,38.0,7,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,39.0,1,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,40.0,9,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,41.0,6,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,42.0,6,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,44.0,8,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,46.0,7,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,47.0,3,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,48.0,12,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,49.0,14,Tier D,Monday,nan,nan
CAV23_22_1121 - Cavaliers vs. Atlanta Hawks,50.0,17,Tier D,Monday,nan,nan
